8.461538461538461453e-01,2.000000000000000000e+01,2.000000000000000000e+01
8.653846153846154188e-01,2.000000000000000000e+01,3.000000000000000000e+01
8.653846153846154188e-01,2.000000000000000000e+01,4.000000000000000000e+01
8.365384615384615641e-01,2.000000000000000000e+01,5.000000000000000000e+01
8.557692307692307265e-01,2.000000000000000000e+01,6.000000000000000000e+01
8.461538461538461453e-01,2.000000000000000000e+01,7.000000000000000000e+01
8.461538461538461453e-01,2.000000000000000000e+01,8.000000000000000000e+01
8.269230769230768718e-01,2.000000000000000000e+01,9.000000000000000000e+01
8.557692307692307265e-01,2.000000000000000000e+01,1.000000000000000000e+02
8.750000000000000000e-01,2.000000000000000000e+01,1.100000000000000000e+02
8.653846153846154188e-01,2.000000000000000000e+01,1.200000000000000000e+02
8.365384615384615641e-01,2.000000000000000000e+01,1.300000000000000000e+02
8.557692307692307265e-01,2.000000000000000000e+01,1.400000000000000000e+02
8.269230769230768718e-01,2.000000000000000000e+01,1.500000000000000000e+02
8.269230769230768718e-01,3.000000000000000000e+01,2.000000000000000000e+01
8.557692307692307265e-01,3.000000000000000000e+01,3.000000000000000000e+01
8.365384615384615641e-01,3.000000000000000000e+01,4.000000000000000000e+01
8.461538461538461453e-01,3.000000000000000000e+01,5.000000000000000000e+01
8.365384615384615641e-01,3.000000000000000000e+01,6.000000000000000000e+01
8.461538461538461453e-01,3.000000000000000000e+01,7.000000000000000000e+01
8.461538461538461453e-01,3.000000000000000000e+01,8.000000000000000000e+01
8.461538461538461453e-01,3.000000000000000000e+01,9.000000000000000000e+01
8.365384615384615641e-01,3.000000000000000000e+01,1.000000000000000000e+02
8.269230769230768718e-01,3.000000000000000000e+01,1.100000000000000000e+02
8.269230769230768718e-01,3.000000000000000000e+01,1.200000000000000000e+02
8.461538461538461453e-01,3.000000000000000000e+01,1.300000000000000000e+02
8.557692307692307265e-01,3.000000000000000000e+01,1.400000000000000000e+02
8.365384615384615641e-01,4.000000000000000000e+01,2.000000000000000000e+01
8.750000000000000000e-01,4.000000000000000000e+01,3.000000000000000000e+01
8.557692307692307265e-01,4.000000000000000000e+01,4.000000000000000000e+01
8.269230769230768718e-01,4.000000000000000000e+01,5.000000000000000000e+01
8.365384615384615641e-01,4.000000000000000000e+01,6.000000000000000000e+01
8.173076923076922906e-01,4.000000000000000000e+01,7.000000000000000000e+01
8.461538461538461453e-01,4.000000000000000000e+01,8.000000000000000000e+01
8.365384615384615641e-01,4.000000000000000000e+01,9.000000000000000000e+01
8.173076923076922906e-01,4.000000000000000000e+01,1.000000000000000000e+02
8.557692307692307265e-01,4.000000000000000000e+01,1.100000000000000000e+02
8.365384615384615641e-01,4.000000000000000000e+01,1.200000000000000000e+02
8.269230769230768718e-01,4.000000000000000000e+01,1.300000000000000000e+02
8.461538461538461453e-01,5.000000000000000000e+01,2.000000000000000000e+01
8.365384615384615641e-01,5.000000000000000000e+01,3.000000000000000000e+01
8.365384615384615641e-01,5.000000000000000000e+01,4.000000000000000000e+01
8.461538461538461453e-01,5.000000000000000000e+01,5.000000000000000000e+01
8.269230769230768718e-01,5.000000000000000000e+01,6.000000000000000000e+01
8.653846153846154188e-01,5.000000000000000000e+01,7.000000000000000000e+01
8.269230769230768718e-01,5.000000000000000000e+01,8.000000000000000000e+01
8.461538461538461453e-01,5.000000000000000000e+01,9.000000000000000000e+01
8.750000000000000000e-01,5.000000000000000000e+01,1.000000000000000000e+02
8.269230769230768718e-01,5.000000000000000000e+01,1.100000000000000000e+02
8.365384615384615641e-01,5.000000000000000000e+01,1.200000000000000000e+02
8.365384615384615641e-01,6.000000000000000000e+01,2.000000000000000000e+01
8.269230769230768718e-01,6.000000000000000000e+01,3.000000000000000000e+01
8.269230769230768718e-01,6.000000000000000000e+01,4.000000000000000000e+01
8.365384615384615641e-01,6.000000000000000000e+01,5.000000000000000000e+01
8.173076923076922906e-01,6.000000000000000000e+01,6.000000000000000000e+01
8.269230769230768718e-01,6.000000000000000000e+01,7.000000000000000000e+01
8.365384615384615641e-01,6.000000000000000000e+01,8.000000000000000000e+01
8.461538461538461453e-01,6.000000000000000000e+01,9.000000000000000000e+01
8.365384615384615641e-01,6.000000000000000000e+01,1.000000000000000000e+02
8.269230769230768718e-01,6.000000000000000000e+01,1.100000000000000000e+02
8.461538461538461453e-01,7.000000000000000000e+01,2.000000000000000000e+01
8.750000000000000000e-01,7.000000000000000000e+01,3.000000000000000000e+01
8.653846153846154188e-01,7.000000000000000000e+01,4.000000000000000000e+01
8.365384615384615641e-01,7.000000000000000000e+01,5.000000000000000000e+01
8.173076923076922906e-01,7.000000000000000000e+01,6.000000000000000000e+01
8.461538461538461453e-01,7.000000000000000000e+01,7.000000000000000000e+01
8.461538461538461453e-01,7.000000000000000000e+01,8.000000000000000000e+01
8.269230769230768718e-01,7.000000000000000000e+01,9.000000000000000000e+01
8.557692307692307265e-01,7.000000000000000000e+01,1.000000000000000000e+02
8.269230769230768718e-01,8.000000000000000000e+01,2.000000000000000000e+01
8.461538461538461453e-01,8.000000000000000000e+01,3.000000000000000000e+01
8.365384615384615641e-01,8.000000000000000000e+01,4.000000000000000000e+01
8.653846153846154188e-01,8.000000000000000000e+01,5.000000000000000000e+01
8.653846153846154188e-01,8.000000000000000000e+01,6.000000000000000000e+01
8.365384615384615641e-01,8.000000000000000000e+01,7.000000000000000000e+01
8.365384615384615641e-01,8.000000000000000000e+01,8.000000000000000000e+01
8.365384615384615641e-01,8.000000000000000000e+01,9.000000000000000000e+01
8.076923076923077094e-01,9.000000000000000000e+01,2.000000000000000000e+01
8.653846153846154188e-01,9.000000000000000000e+01,3.000000000000000000e+01
8.269230769230768718e-01,9.000000000000000000e+01,4.000000000000000000e+01
8.365384615384615641e-01,9.000000000000000000e+01,5.000000000000000000e+01
8.557692307692307265e-01,9.000000000000000000e+01,6.000000000000000000e+01
8.461538461538461453e-01,9.000000000000000000e+01,7.000000000000000000e+01
8.461538461538461453e-01,9.000000000000000000e+01,8.000000000000000000e+01
8.269230769230768718e-01,1.000000000000000000e+02,2.000000000000000000e+01
8.365384615384615641e-01,1.000000000000000000e+02,3.000000000000000000e+01
8.365384615384615641e-01,1.000000000000000000e+02,4.000000000000000000e+01
8.173076923076922906e-01,1.000000000000000000e+02,5.000000000000000000e+01
8.461538461538461453e-01,1.000000000000000000e+02,6.000000000000000000e+01
8.365384615384615641e-01,1.000000000000000000e+02,7.000000000000000000e+01
8.461538461538461453e-01,1.100000000000000000e+02,2.000000000000000000e+01
8.461538461538461453e-01,1.100000000000000000e+02,3.000000000000000000e+01
8.461538461538461453e-01,1.100000000000000000e+02,4.000000000000000000e+01
8.365384615384615641e-01,1.100000000000000000e+02,5.000000000000000000e+01
8.365384615384615641e-01,1.100000000000000000e+02,6.000000000000000000e+01
